year,allblackpop,geoid,namelsad,tractpop,tractce,community_area,weight,comm_pop,pop_share,community,commarea_km2
2024,78,17031060100,Census Tract 601,2895,60100,6,1.0,102827,0.028154084,LAKE VIEW,87.21479926
2024,88,17031060300,Census Tract 603,3057,60300,6,1.0,102827,0.029729546,LAKE VIEW,87.21479926
2024,550,17031060800,Census Tract 608,5413,60800,6,1.0,102827,0.052641816,LAKE VIEW,87.21479926
2024,28,17031160800,Census Tract 1608,4677,160800,16,1.0,53332,0.087695942,IRVING PARK,89.61138229
2024,1215,17031320101,Census Tract 3201.01,8972,320101,32,1.0,42550,0.210857814,LOOP,46.33556545
2024,2413,17031330103,Census Tract 3301.03,8408,330103,33,1.0,30482,0.275834919,NEAR SOUTH SIDE,49.76963944
2024,4426,17031380600,Census Tract 3806,4952,380600,38,1.0,25181,0.196656209,GRAND BOULEVARD,48.49250315
2024,3939,17031330102,Census Tract 3301.02,11992,330102,33,1.0,30482,0.393412506,NEAR SOUTH SIDE,49.76963944
2024,377,17031330101,Census Tract 3301.01,4821,330101,33,1.0,30482,0.158158913,NEAR SOUTH SIDE,49.76963944
2024,2752,17031460800,Census Tract 4608,4257,460800,46,1.0,27551,0.154513448,SOUTH CHICAGO,93.27218499
2024,353,17031630600,Census Tract 6306,2864,630600,63,1.0,36081,0.079376957,GAGE PARK,61.2848961
2024,2794,17031490200,Census Tract 4902,2879,490200,49,1.0,36635,0.078586052,ROSELAND,134.3137067
2024,1139,17031612200,Census Tract 6122,4038,612200,61,1.0,40140,0.100597907,NEW CITY,134.6369632
2024,1433,17031844700,Census Tract 8447,2311,844700,29,1.0,33958,0.068054656,NORTH LAWNDALE,89.48742201
2024,1644,17031844600,Census Tract 8446,2081,844600,38,1.0,25181,0.082641674,GRAND BOULEVARD,48.49250315
2024,302,17031320102,Census Tract 3201.02,5040,320102,32,1.0,42550,0.118448884,LOOP,46.33556545
2024,233,17031220701,Census Tract 2207.01,2851,220701,22,1.0,71160,0.040064643,LOGAN SQUARE,100.0575667
2024,133,17031063302,Census Tract 633.02,4358,63302,6,1.0,102827,0.042381865,LAKE VIEW,87.21479926
2024,2973,17031252201,Census Tract 2522.01,3128,252201,25,1.0,97452,0.032097853,AUSTIN,199.2542034
2024,1100,17031660302,Census Tract 6603.02,4661,660302,66,1.0,54409,0.085665974,CHICAGO LAWN,98.2794651
2024,552,17031660301,Census Tract 6603.01,1818,660301,66,1.0,54409,0.03341359,CHICAGO LAWN,98.2794651
2024,2787,17031730202,Census Tract 7302.02,2895,730202,73,1.0,24851,0.116494306,WASHINGTON HEIGHTS,79.63575286
2024,658,17031835600,Census Tract 8356,725,835600,37,1.0,2270,0.31938326,FULLER PARK,19.91670487
2024,29,17031840000,Census Tract 8400,2622,840000,60,1.0,33675,0.077861915,BRIDGEPORT,58.29151927
2024,2757,17031836400,Census Tract 8364,3357,836400,36,1.0,6937,0.483926769,OAKLAND,16.91396104
2024,2006,17031836100,Census Tract 8361,2110,836100,40,1.0,12313,0.171363599,WASHINGTON PARK,42.37388148
2024,2182,17031834600,Census Tract 8346,2299,834600,68,1.0,23195,0.099116189,ENGLEWOOD,85.65232307
2024,2832,17031843600,Census Tract 8436,2974,843600,38,1.0,25181,0.11810492,GRAND BOULEVARD,48.49250315
2024,314,17031061902,Census Tract 619.02,4581,61902,6,1.0,102827,0.044550556,LAKE VIEW,87.21479926
2024,478,17031030102,Census Tract 301.02,3374,30102,77,1.0,56563,0.059650301,EDGEWATER,48.44999083
2024,259,17031030103,Census Tract 301.03,2132,30103,77,1.0,56563,0.037692484,EDGEWATER,48.44999083
2024,695,17031030706,Census Tract 307.06,2717,30706,77,1.0,56563,0.048034934,EDGEWATER,48.44999083
2024,1096,17031030601,Census Tract 306.01,3907,30601,77,1.0,56563,0.069073423,EDGEWATER,48.44999083
2024,223,17031081202,Census Tract 812.02,3501,81202,8,1.0,107331,0.032618722,NEAR NORTH SIDE,76.67589596
2024,40,17031063303,Census Tract 633.03,1315,63303,6,1.0,102827,0.01278847,LAKE VIEW,87.21479926
2024,591,17031220901,Census Tract 2209.01,2994,220901,22,1.0,71160,0.042074199,LOGAN SQUARE,100.0575667
2024,270,17031210602,Census Tract 2106.02,3942,210602,21,1.0,35533,0.110939127,AVONDALE,55.29059546
2024,394,17031220602,Census Tract 2206.02,4358,220602,22,1.0,71160,0.061242271,LOGAN SQUARE,100.0575667
2024,129,17031220601,Census Tract 2206.01,1680,220601,22,1.0,71160,0.023608769,LOGAN SQUARE,100.0575667
2024,211,17031040401,Census Tract 404.01,3441,40401,4,1.0,41651,0.082615063,LINCOLN SQUARE,71.35232823
2024,4985,17031252202,Census Tract 2522.02,5129,252202,25,1.0,97452,0.052631039,AUSTIN,199.2542034
2024,5276,17031252102,Census Tract 2521.02,5766,252102,25,1.0,97452,0.05916759,AUSTIN,199.2542034
2024,1301,17031836300,Census Tract 8363,1849,836300,41,1.0,30599,0.060426811,HYDE PARK,45.10538016
2024,1616,17031834500,Census Tract 8345,1616,834500,40,1.0,12313,0.131243401,WASHINGTON PARK,42.37388148
2024,2412,17031836000,Census Tract 8360,2695,836000,38,1.0,25181,0.107025138,GRAND BOULEVARD,48.49250315
2024,205,17031836200,Census Tract 8362,2281,836200,41,1.0,30599,0.07454492,HYDE PARK,45.10538016
2024,3130,17031834400,Census Tract 8344,3733,834400,42,1.0,24355,0.153274482,WOODLAWN,57.8151795
2024,5404,17031834300,Census Tract 8343,6103,834300,45,1.0,9071,0.67280344,AVALON PARK,34.85273773
2024,1049,17031710300,Census Tract 7103,1180,710300,71,1.0,43779,0.026953562,AUBURN GRESHAM,105.0653536
2024,210,17031160900,Census Tract 1609,2496,160900,16,1.0,53332,0.04680117,IRVING PARK,89.61138229
2024,19,17031161000,Census Tract 1610,2060,161000,16,1.0,53332,0.038625966,IRVING PARK,89.61138229
2024,320,17031161100,Census Tract 1611,2098,161100,16,1.0,53332,0.039338483,IRVING PARK,89.61138229
2024,277,17031161200,Census Tract 1612,2837,161200,16,1.0,53332,0.05319508,IRVING PARK,89.61138229
2024,194,17031161300,Census Tract 1613,3890,161300,16,1.0,53332,0.072939323,IRVING PARK,89.61138229
2024,141,17031170100,Census Tract 1701,2085,170100,17,1.0,41233,0.050566294,DUNNING,103.5950012
2024,115,17031221600,Census Tract 2216,3406,221600,22,1.0,71160,0.047863969,LOGAN SQUARE,100.0575667
2024,110,17031242100,Census Tract 2421,3792,242100,24,1.0,88197,0.04299466,WEST TOWN,127.5629046
2024,802,17031242000,Census Tract 2420,4575,242000,24,1.0,88197,0.051872513,WEST TOWN,127.5629046
2024,2783,17031251200,Census Tract 2512,4314,251200,25,1.0,97452,0.044267947,AUSTIN,199.2542034
2024,3827,17031251300,Census Tract 2513,4515,251300,25,1.0,97452,0.046330501,AUSTIN,199.2542034
2024,196,17031051300,Census Tract 513,2810,51300,5,1.0,36014,0.078025212,NORTH CENTER,57.05416784
2024,153,17031600700,Census Tract 6007,3171,600700,60,1.0,33675,0.094164811,BRIDGEPORT,58.29151927
2024,350,17031600900,Census Tract 6009,3742,600900,60,1.0,33675,0.11112101,BRIDGEPORT,58.29151927
2024,2276,17031672000,Census Tract 6720,3787,672000,67,1.0,28144,0.134557987,WEST ENGLEWOOD,87.94769193
2024,2017,17031710900,Census Tract 7109,2078,710900,71,1.0,43779,0.04746568,AUBURN GRESHAM,105.0653536
2024,3005,17031711000,Census Tract 7110,3419,711000,71,1.0,43779,0.078096804,AUBURN GRESHAM,105.0653536
2024,2575,17031711100,Census Tract 7111,2575,711100,71,1.0,43779,0.058818155,AUBURN GRESHAM,105.0653536
2024,4118,17031711200,Census Tract 7112,4626,711200,71,1.0,43779,0.105667101,AUBURN GRESHAM,105.0653536
2024,2019,17031711500,Census Tract 7115,2117,711500,71,1.0,43779,0.048356518,AUBURN GRESHAM,105.0653536
2024,1497,17031711300,Census Tract 7113,1506,711300,71,1.0,43779,0.034400055,AUBURN GRESHAM,105.0653536
2024,2423,17031711400,Census Tract 7114,2672,711400,71,1.0,43779,0.061033829,AUBURN GRESHAM,105.0653536
2024,1363,17031270500,Census Tract 2705,1426,270500,27,1.0,20731,0.068785876,EAST GARFIELD PARK,53.88322084
2024,1060,17031271200,Census Tract 2712,1299,271200,27,1.0,20731,0.062659785,EAST GARFIELD PARK,53.88322084
2024,910,17031271300,Census Tract 2713,953,271300,27,1.0,20731,0.045969804,EAST GARFIELD PARK,53.88322084
2024,1094,17031271400,Census Tract 2714,1508,271400,27,1.0,20731,0.072741305,EAST GARFIELD PARK,53.88322084
2024,770,17031350100,Census Tract 3501,2435,350100,35,1.0,21088,0.115468513,DOUGLAS,46.00462115
2024,1395,17031350400,Census Tract 3504,1457,350400,35,1.0,21088,0.069091426,DOUGLAS,46.00462115
2024,3100,17031351000,Census Tract 3510,4259,351000,35,1.0,21088,0.201963202,DOUGLAS,46.00462115
2024,1096,17031351400,Census Tract 3514,1387,351400,35,1.0,21088,0.065772003,DOUGLAS,46.00462115
2024,1881,17031360200,Census Tract 3602,1900,360200,36,1.0,6937,0.273893614,OAKLAND,16.91396104
2024,2747,17031430400,Census Tract 4304,3014,430400,43,1.0,53034,0.056831467,SOUTH SHORE,81.81271638
2024,1599,17031430600,Census Tract 4306,1722,430600,43,1.0,53034,0.032469736,SOUTH SHORE,81.81271638
2024,1890,17031430800,Census Tract 4308,1935,430800,43,1.0,53034,0.036486028,SOUTH SHORE,81.81271638
2024,3530,17031430500,Census Tract 4305,3531,430500,43,1.0,53034,0.06657993,SOUTH SHORE,81.81271638
2024,1506,17031430900,Census Tract 4309,1541,430900,43,1.0,53034,0.029056831,SOUTH SHORE,81.81271638
2024,708,17031610300,Census Tract 6103,5067,610300,61,1.0,40140,0.126233184,NEW CITY,134.6369632
2024,2125,17031681000,Census Tract 6810,2410,681000,68,1.0,23195,0.103901703,ENGLEWOOD,85.65232307
2024,1889,17031681100,Census Tract 6811,2367,681100,68,1.0,23195,0.102047855,ENGLEWOOD,85.65232307
2024,1015,17031680500,Census Tract 6805,1636,680500,68,1.0,23195,0.070532442,ENGLEWOOD,85.65232307
2024,3738,17031680900,Census Tract 6809,3954,680900,68,1.0,23195,0.170467773,ENGLEWOOD,85.65232307
2024,1072,17031720100,Census Tract 7201,3434,720100,72,1.0,19521,0.175913119,BEVERLY,88.77936392
2024,1861,17031720200,Census Tract 7202,3868,720200,72,1.0,19521,0.198145587,BEVERLY,88.77936392
2024,1019,17031720300,Census Tract 7203,3448,720300,72,1.0,19521,0.176630296,BEVERLY,88.77936392
2024,128,17031720400,Census Tract 7204,1927,720400,72,1.0,19521,0.098714205,BEVERLY,88.77936392
2024,32,17031720500,Census Tract 7205,1965,720500,72,1.0,19521,0.100660827,BEVERLY,88.77936392
2024,615,17031720600,Census Tract 7206,1944,720600,72,1.0,19521,0.099585062,BEVERLY,88.77936392
2024,2101,17031720700,Census Tract 7207,2935,720700,72,1.0,19521,0.150350904,BEVERLY,88.77936392
2024,131,17031040600,Census Tract 406,2521,40600,4,1.0,41651,0.060526758,LINCOLN SQUARE,71.35232823
2024,147,17031040700,Census Tract 407,3681,40700,4,1.0,41651,0.08837723,LINCOLN SQUARE,71.35232823
2024,32,17031040800,Census Tract 408,1670,40800,4,1.0,41651,0.040095076,LINCOLN SQUARE,71.35232823
2024,1492,17031380100,Census Tract 3801,1787,380100,38,1.0,25181,0.070966205,GRAND BOULEVARD,48.49250315
2024,1568,17031380200,Census Tract 3802,1689,380200,38,1.0,25181,0.067074381,GRAND BOULEVARD,48.49250315
2024,2804,17031431200,Census Tract 4312,2892,431200,43,1.0,53034,0.054531056,SOUTH SHORE,81.81271638
2024,5782,17031431400,Census Tract 4314,6850,431400,43,1.0,53034,0.129162424,SOUTH SHORE,81.81271638
2024,82,17031050100,Census Tract 501,2163,50100,5,1.0,36014,0.060059977,NORTH CENTER,57.05416784
2024,101,17031610800,Census Tract 6108,1584,610800,61,1.0,40140,0.039461883,NEW CITY,134.6369632
2024,417,17031611300,Census Tract 6113,3365,611300,61,1.0,40140,0.083831589,NEW CITY,134.6369632
2024,86,17031611400,Census Tract 6114,3536,611400,61,1.0,40140,0.088091679,NEW CITY,134.6369632
2024,318,17031611500,Census Tract 6115,3226,611500,61,1.0,40140,0.08036871,NEW CITY,134.6369632
2024,1292,17031611900,Census Tract 6119,1797,611900,61,1.0,40140,0.044768311,NEW CITY,134.6369632
2024,1819,17031681200,Census Tract 6812,2139,681200,68,1.0,23195,0.09221815,ENGLEWOOD,85.65232307
2024,1841,17031691200,Census Tract 6912,1878,691200,69,1.0,29143,0.064440861,GREATER GRAND CROSSING,98.85316769
2024,2577,17031691100,Census Tract 6911,2627,691100,69,1.0,29143,0.090141715,GREATER GRAND CROSSING,98.85316769
2024,2100,17031730100,Census Tract 7301,2236,730100,73,1.0,24851,0.089976259,WASHINGTON HEIGHTS,79.63575286
2024,1046,17031730300,Census Tract 7303,1079,730300,73,1.0,24851,0.043418776,WASHINGTON HEIGHTS,79.63575286
2024,3442,17031730400,Census Tract 7304,3547,730400,73,1.0,24851,0.142730675,WASHINGTON HEIGHTS,79.63575286
2024,4066,17031730500,Census Tract 7305,4067,730500,73,1.0,24851,0.163655386,WASHINGTON HEIGHTS,79.63575286
2024,3152,17031730600,Census Tract 7306,3267,730600,73,1.0,24851,0.131463523,WASHINGTON HEIGHTS,79.63575286
2024,1877,17031381200,Census Tract 3812,1952,381200,38,1.0,25181,0.077518764,GRAND BOULEVARD,48.49250315
2024,1261,17031381400,Census Tract 3814,1579,381400,38,1.0,25181,0.062706008,GRAND BOULEVARD,48.49250315
2024,0,17031381700,Census Tract 3817,0,381700,38,1.0,25181,0.0,GRAND BOULEVARD,48.49250315
2024,4169,17031440300,Census Tract 4403,4400,440300,44,1.0,29895,0.147181803,CHATHAM,82.3206703
2024,656,17031612000,Census Tract 6120,1214,612000,61,1.0,40140,0.030244145,NEW CITY,134.6369632
2024,592,17031612100,Census Tract 6121,961,612100,61,1.0,40140,0.023941206,NEW CITY,134.6369632
2024,155,17031620100,Census Tract 6201,4814,620100,62,1.0,17901,0.268923524,WEST ELSDON,32.71109142
2024,80,17031620200,Census Tract 6202,1947,620200,62,1.0,17901,0.108764873,WEST ELSDON,32.71109142
2024,25,17031620300,Census Tract 6203,6507,620300,62,1.0,17901,0.363499246,WEST ELSDON,32.71109142
2024,2,17031620400,Census Tract 6204,4633,620400,62,1.0,17901,0.258812357,WEST ELSDON,32.71109142
2024,1938,17031730700,Census Tract 7307,2005,730700,73,1.0,24851,0.080680858,WASHINGTON HEIGHTS,79.63575286
2024,56,17031740100,Census Tract 7401,3003,740100,74,1.0,19059,0.157563356,MOUNT GREENWOOD,75.58429001
2024,72,17031740200,Census Tract 7402,6192,740200,74,1.0,19059,0.324885881,MOUNT GREENWOOD,75.58429001
2024,22,17031740300,Census Tract 7403,5266,740300,74,1.0,19059,0.276299911,MOUNT GREENWOOD,75.58429001
2024,635,17031740400,Census Tract 7404,4598,740400,74,1.0,19059,0.241250853,MOUNT GREENWOOD,75.58429001
2024,1415,17031381800,Census Tract 3818,1448,381800,38,1.0,25181,0.057503673,GRAND BOULEVARD,48.49250315
2024,1012,17031381900,Census Tract 3819,1324,381900,38,1.0,25181,0.052579326,GRAND BOULEVARD,48.49250315
2024,1605,17031390100,Census Tract 3901,1887,390100,39,1.0,18417,0.102459684,KENWOOD,29.07174192
2024,1542,17031390200,Census Tract 3902,2012,390200,39,1.0,18417,0.109246891,KENWOOD,29.07174192
2024,2408,17031390300,Census Tract 3903,2531,390300,39,1.0,18417,0.137427377,KENWOOD,29.07174192
2024,2146,17031390400,Census Tract 3904,2499,390400,39,1.0,18417,0.135689852,KENWOOD,29.07174192
2024,923,17031390500,Census Tract 3905,1753,390500,39,1.0,18417,0.095183798,KENWOOD,29.07174192
2024,846,17031390600,Census Tract 3906,1898,390600,39,1.0,18417,0.103056958,KENWOOD,29.07174192
2024,3463,17031390700,Census Tract 3907,5837,390700,39,1.0,18417,0.31693544,KENWOOD,29.07174192
2024,1930,17031440600,Census Tract 4406,1957,440600,44,1.0,29895,0.065462452,CHATHAM,82.3206703
2024,2288,17031440900,Census Tract 4409,2593,440900,44,1.0,29895,0.086736913,CHATHAM,82.3206703
2024,1184,17031440700,Census Tract 4407,1428,440700,44,1.0,29895,0.047767185,CHATHAM,82.3206703
2024,1909,17031440800,Census Tract 4408,1977,440800,44,1.0,29895,0.06613146,CHATHAM,82.3206703
2024,125,17031630300,Census Tract 6303,5193,630300,63,1.0,36081,0.143926166,GAGE PARK,61.2848961
2024,227,17031630500,Census Tract 6305,6026,630500,63,1.0,36081,0.167013109,GAGE PARK,61.2848961
2024,233,17031630800,Census Tract 6308,5928,630800,63,1.0,36081,0.164296998,GAGE PARK,61.2848961
2024,538,17031630900,Census Tract 6309,3998,630900,63,1.0,36081,0.110806242,GAGE PARK,61.2848961
2024,0,17031640100,Census Tract 6401,1464,640100,64,1.0,23629,0.061957764,CLEARING,71.14519237
2024,80,17031640300,Census Tract 6403,6158,640300,64,1.0,23629,0.26061196,CLEARING,71.14519237
2024,2905,17031750100,Census Tract 7501,3246,750100,75,1.0,20865,0.155571531,MORGAN PARK,91.87734068
2024,1646,17031750200,Census Tract 7502,3079,750200,75,1.0,20865,0.147567697,MORGAN PARK,91.87734068
2024,423,17031750300,Census Tract 7503,2493,750300,75,1.0,20865,0.119482387,MORGAN PARK,91.87734068
2024,1085,17031750400,Census Tract 7504,3142,750400,75,1.0,20865,0.150587108,MORGAN PARK,91.87734068
2024,4126,17031750500,Census Tract 7505,5487,750500,75,1.0,20865,0.262976276,MORGAN PARK,91.87734068
2024,921,17031282700,Census Tract 2827,2239,282700,28,1.0,68165,0.032846769,NEAR WEST SIDE,158.4924665
2024,173,17031282800,Census Tract 2828,1727,282800,28,1.0,68165,0.025335583,NEAR WEST SIDE,158.4924665
2024,1196,17031400300,Census Tract 4003,1311,400300,40,1.0,12313,0.106472834,WASHINGTON PARK,42.37388148
2024,2218,17031400500,Census Tract 4005,2308,400500,40,1.0,12313,0.187444165,WASHINGTON PARK,42.37388148
2024,2826,17031400800,Census Tract 4008,2909,400800,40,1.0,12313,0.236254365,WASHINGTON PARK,42.37388148
2024,1071,17031410100,Census Tract 4101,2287,410100,41,1.0,30599,0.074741005,HYDE PARK,45.10538016
2024,1476,17031410500,Census Tract 4105,2887,410500,41,1.0,30599,0.094349489,HYDE PARK,45.10538016
2024,700,17031410600,Census Tract 4106,2600,410600,41,1.0,30599,0.084970097,HYDE PARK,45.10538016
2024,1730,17031460100,Census Tract 4601,2351,460100,46,1.0,27551,0.085332656,SOUTH CHICAGO,93.27218499
2024,2887,17031450300,Census Tract 4503,2968,450300,45,1.0,9071,0.32719656,AVALON PARK,34.85273773
2024,588,17031460200,Census Tract 4602,2196,460200,46,1.0,27551,0.079706726,SOUTH CHICAGO,93.27218499
2024,0,17031640400,Census Tract 6404,3306,640400,64,1.0,23629,0.139912819,CLEARING,71.14519237
2024,132,17031640500,Census Tract 6405,4091,640500,64,1.0,23629,0.173134707,CLEARING,71.14519237
2024,57,17031640600,Census Tract 6406,4042,640600,64,1.0,23629,0.171060984,CLEARING,71.14519237
2024,86,17031640700,Census Tract 6407,3080,640700,64,1.0,23629,0.130348301,CLEARING,71.14519237
2024,17,17031640800,Census Tract 6408,1488,640800,64,1.0,23629,0.062973465,CLEARING,71.14519237
2024,21,17031650100,Census Tract 6501,4283,650100,65,1.0,31942,0.134086782,WEST LAWN,82.31530167
2024,0,17031650200,Census Tract 6502,6782,650200,65,1.0,31942,0.212322334,WEST LAWN,82.31530167
2024,3264,17031750600,Census Tract 7506,3418,750600,75,1.0,20865,0.163815001,MORGAN PARK,91.87734068
2024,503,17031283100,Census Tract 2831,2560,283100,28,1.0,68165,0.03755593,NEAR WEST SIDE,158.4924665
2024,1742,17031283800,Census Tract 2838,3515,283800,28,1.0,68165,0.051566053,NEAR WEST SIDE,158.4924665
2024,867,17031410700,Census Tract 4107,2494,410700,41,1.0,30599,0.081505932,HYDE PARK,45.10538016
2024,758,17031410800,Census Tract 4108,2770,410800,41,1.0,30599,0.090525834,HYDE PARK,45.10538016
2024,809,17031410900,Census Tract 4109,3693,410900,41,1.0,30599,0.120690219,HYDE PARK,45.10538016
2024,1303,17031411000,Census Tract 4110,4548,411000,41,1.0,30599,0.148632308,HYDE PARK,45.10538016
2024,224,17031411100,Census Tract 4111,2359,411100,41,1.0,30599,0.077094023,HYDE PARK,45.10538016
2024,170,17031411200,Census Tract 4112,1698,411200,41,1.0,30599,0.05549201,HYDE PARK,45.10538016
2024,3608,17031460400,Census Tract 4604,3817,460400,46,1.0,27551,0.138543066,SOUTH CHICAGO,93.27218499
2024,4474,17031460500,Census Tract 4605,4954,460500,46,1.0,27551,0.179811985,SOUTH CHICAGO,93.27218499
2024,710,17031461000,Census Tract 4610,1230,461000,46,1.0,27551,0.044644478,SOUTH CHICAGO,93.27218499
2024,1400,17031420100,Census Tract 4201,1431,420100,42,1.0,24355,0.058755902,WOODLAWN,57.8151795
2024,1411,17031420200,Census Tract 4202,2011,420200,42,1.0,24355,0.082570314,WOODLAWN,57.8151795
2024,826,17031420400,Census Tract 4204,1463,420400,42,1.0,24355,0.060069801,WOODLAWN,57.8151795
2024,2241,17031420700,Census Tract 4207,2424,420700,42,1.0,24355,0.099527818,WOODLAWN,57.8151795
2024,1774,17031420800,Census Tract 4208,2146,420800,42,1.0,24355,0.088113324,WOODLAWN,57.8151795
2024,2264,17031470100,Census Tract 4701,2304,470100,47,1.0,2304,1.0,BURNSIDE,16.99598327
2024,1988,17031480100,Census Tract 4801,1989,480100,48,1.0,11229,0.177130644,CALUMET HEIGHTS,48.82624156
2024,1015,17031480200,Census Tract 4802,1029,480200,48,1.0,11229,0.091637724,CALUMET HEIGHTS,48.82624156
2024,1230,17031480300,Census Tract 4803,1296,480300,48,1.0,11229,0.115415442,CALUMET HEIGHTS,48.82624156
2024,3976,17031480400,Census Tract 4804,4084,480400,48,1.0,11229,0.363701131,CALUMET HEIGHTS,48.82624156
2024,157,17031650400,Census Tract 6504,6907,650400,65,1.0,31942,0.216235677,WEST LAWN,82.31530167
2024,532,17031650500,Census Tract 6505,4032,650500,65,1.0,31942,0.12622879,WEST LAWN,82.31530167
2024,173,17031660400,Census Tract 6604,4981,660400,66,1.0,54409,0.091547354,CHICAGO LAWN,98.2794651
2024,4631,17031290900,Census Tract 2909,4870,290900,29,1.0,33958,0.143412451,NORTH LAWNDALE,89.48742201
2024,2070,17031291200,Census Tract 2912,2225,291200,29,1.0,33958,0.065522116,NORTH LAWNDALE,89.48742201
2024,2034,17031421200,Census Tract 4212,2049,421200,42,1.0,24355,0.084130569,WOODLAWN,57.8151795
2024,1243,17031271500,Census Tract 2715,1469,271500,27,1.0,20731,0.070860065,EAST GARFIELD PARK,53.88322084
2024,2170,17031292200,Census Tract 2922,2658,292200,29,1.0,33958,0.078273161,NORTH LAWNDALE,89.48742201
2024,1555,17031292400,Census Tract 2924,1916,292400,29,1.0,33958,0.05642264,NORTH LAWNDALE,89.48742201
2024,2767,17031292500,Census Tract 2925,3310,292500,29,1.0,33958,0.097473349,NORTH LAWNDALE,89.48742201
2024,936,17031271800,Census Tract 2718,1006,271800,27,1.0,20731,0.048526361,EAST GARFIELD PARK,53.88322084
2024,541,17031280100,Census Tract 2801,7742,280100,28,1.0,68165,0.113577349,NEAR WEST SIDE,158.4924665
2024,1303,17031280400,Census Tract 2804,1508,280400,28,1.0,68165,0.02212279,NEAR WEST SIDE,158.4924665
2024,198,17031300600,Census Tract 3006,3260,300600,30,1.0,69884,0.046648732,SOUTH LAWNDALE,127.9982978
2024,299,17031300700,Census Tract 3007,4329,300700,30,1.0,69884,0.06194551,SOUTH LAWNDALE,127.9982978
2024,167,17031301100,Census Tract 3011,2403,301100,30,1.0,69884,0.034385553,SOUTH LAWNDALE,127.9982978
2024,1063,17031301200,Census Tract 3012,4087,301200,30,1.0,69884,0.058482628,SOUTH LAWNDALE,127.9982978
2024,2405,17031480500,Census Tract 4805,2831,480500,48,1.0,11229,0.252115059,CALUMET HEIGHTS,48.82624156
2024,1813,17031490500,Census Tract 4905,1971,490500,49,1.0,36635,0.05380101,ROSELAND,134.3137067
2024,162,17031520200,Census Tract 5202,3485,520200,52,1.0,22687,0.153612201,EAST SIDE,83.24172803
2024,372,17031520300,Census Tract 5203,6186,520300,52,1.0,22687,0.272667166,EAST SIDE,83.24172803
2024,173,17031520400,Census Tract 5204,3589,520400,52,1.0,22687,0.158196324,EAST SIDE,83.24172803
2024,180,17031520500,Census Tract 5205,4908,520500,52,1.0,22687,0.216335346,EAST SIDE,83.24172803
2024,29,17031520600,Census Tract 5206,2703,520600,52,1.0,22687,0.119143122,EAST SIDE,83.24172803
2024,269,17031660500,Census Tract 6605,5650,660500,66,1.0,54409,0.103843114,CHICAGO LAWN,98.2794651
2024,3036,17031660600,Census Tract 6606,6533,660600,66,1.0,54409,0.120072047,CHICAGO LAWN,98.2794651
2024,1303,17031660700,Census Tract 6607,1561,660700,66,1.0,54409,0.028690106,CHICAGO LAWN,98.2794651
2024,3169,17031660800,Census Tract 6608,5876,660800,66,1.0,54409,0.107996839,CHICAGO LAWN,98.2794651
2024,3359,17031660900,Census Tract 6609,5855,660900,66,1.0,54409,0.107610873,CHICAGO LAWN,98.2794651
2024,2717,17031661000,Census Tract 6610,4954,661000,66,1.0,54409,0.091051113,CHICAGO LAWN,98.2794651
2024,952,17031280900,Census Tract 2809,1253,280900,28,1.0,68165,0.018381868,NEAR WEST SIDE,158.4924665
2024,5,17031301600,Census Tract 3016,4228,301600,30,1.0,69884,0.060500258,SOUTH LAWNDALE,127.9982978
2024,1146,17031490600,Census Tract 4906,1344,490600,49,1.0,36635,0.036686229,ROSELAND,134.3137067
2024,2464,17031490700,Census Tract 4907,2494,490700,49,1.0,36635,0.068076976,ROSELAND,134.3137067
2024,3573,17031490800,Census Tract 4908,3573,490800,49,1.0,36635,0.097529685,ROSELAND,134.3137067
2024,2858,17031491000,Census Tract 4910,3412,491000,49,1.0,36635,0.09313498,ROSELAND,134.3137067
2024,3893,17031491100,Census Tract 4911,4062,491100,49,1.0,36635,0.110877576,ROSELAND,134.3137067
2024,3206,17031530200,Census Tract 5302,3779,530200,53,1.0,24549,0.153937024,WEST PULLMAN,99.36519806
2024,3363,17031530300,Census Tract 5303,3482,530300,53,1.0,24549,0.141838771,WEST PULLMAN,99.36519806
2024,2004,17031530400,Census Tract 5304,2102,530400,53,1.0,24549,0.085624669,WEST PULLMAN,99.36519806
2024,2620,17031530600,Census Tract 5306,2620,530600,53,1.0,24549,0.106725325,WEST PULLMAN,99.36519806
2024,241,17031560100,Census Tract 5601,1197,560100,56,1.0,36732,0.03258739,GARFIELD RIDGE,117.8907784
2024,967,17031670200,Census Tract 6702,1355,670200,67,1.0,28144,0.048145253,WEST ENGLEWOOD,87.94769193
2024,948,17031670300,Census Tract 6703,1204,670300,67,1.0,28144,0.042779989,WEST ENGLEWOOD,87.94769193
2024,1176,17031670400,Census Tract 6704,1746,670400,67,1.0,28144,0.06203809,WEST ENGLEWOOD,87.94769193
2024,1917,17031661100,Census Tract 6611,7052,661100,66,1.0,54409,0.12961091,CHICAGO LAWN,98.2794651
2024,961,17031670100,Census Tract 6701,1031,670100,67,1.0,28144,0.03663303,WEST ENGLEWOOD,87.94769193
2024,694,17031670600,Census Tract 6706,1232,670600,67,1.0,28144,0.043774872,WEST ENGLEWOOD,87.94769193
2024,442,17031670700,Census Tract 6707,720,670700,67,1.0,28144,0.025582717,WEST ENGLEWOOD,87.94769193
2024,876,17031670800,Census Tract 6708,1270,670800,67,1.0,28144,0.045125071,WEST ENGLEWOOD,87.94769193
